8287,0
8278,0
8268,0
8260,0
8251,0
8243,0
8233,0
8225,0
8215,0
8207,0
8198,0
8188,0
8180,0
8170,0
8162,0
8153,0
8145,0
8135,0
8127,0
8117,0
8108,0
8100,0
8090,0
8082,0
8072,0
8064,0
8054,0
8046,0
8037,0
8027,0
8019,0
8009,0
-1194,-1
-1204,-1
-1214,-1
-1225,-1
-1234,-1
-1245,-1
-1255,-1
-1266,-1
-1275,-1
-1286,-1
-1297,-1
-1306,-1
-1317,-1
-1327,-1
-1338,-1
-1347,-1
-1358,-1
-1367,-1
-1378,-1
-1389,-1
-1399,-1
-1410,-1
-1419,-1
-1430,-1
-1439,-1
-1450,-1
-1460,-1
-1471,-1
-1482,-1
-1491,-1
-1502,-1
-1511,-1
-10253,-1
-10260,-1
-10269,-1
-10276,-1
-10285,-1
-10292,-1
-10301,-1
-10308,-1
-10317,-1
-10325,-1
-10332,-1
-10341,-1
-10348,-1
-10357,-1
-10364,-1
-10373,-1
-10380,-1
-10388,-1
-10397,-1
-10404,-1
-10413,-1
-10420,-1
-10428,-1
-10436,-1
-10444,-1
-10451,-1
-10460,-1
-10468,-1
-10476,-1
-10484,-1
-10491,-1
-10500,-1
-15693,-1
-15696,-1
-15699,-1
-15702,-1
-15704,-1
-15708,-1
-15710,-1
-15713,-1
-15717,-1
-15719,-1
-15722,-1
-15725,-1
-15728,-1
-15731,-1
-15734,-1
-15736,-1
-15739,-1
-15742,-1
-15745,-1
-15748,-1
-15751,-1
-15754,-1
-15756,-1
-15759,-1
-15762,-1
-15765,-1
-15768,-1
-15770,-1
-15773,-1
-15776,-1
-15779,-1
-15781,-1
-15594,-1
-15591,-1
-15588,-1
-15585,-1
-15582,-1
-15579,-1
-15575,-1
-15572,-1
-15569,-1
-15566,-1
-15563,-1
-15559,-1
-15556,-1
-15553,-1
-15550,-1
-15546,-1
-15543,-1
-15540,-1
-15536,-1
-15534,-1
-15530,-1
-15527,-1
-15523,-1
-15520,-1
-15517,-1
-15513,-1
-15510,-1
-15507,-1
-15504,-1
-15500,-1
-15497,-1
-15494,-1
-9992,-1
-9984,-1
-9976,-1
-9968,-1
-9960,-1
-9951,-1
-9943,-1
-9935,-1
-9926,-1
-9919,-1
-9910,-1
-9903,-1
-9894,-1
-9886,-1
-9878,-1
-9869,-1
-9861,-1
-9852,-1
-9845,-1
-9836,-1
-9829,-1
-9820,-1
-9812,-1
-9803,-1
-9795,-1
-9787,-1
-9778,-1
-9771,-1
-9762,-1
-9754,-1
-9745,-1
-9738,-1
-863,-1
-853,-1
-842,-1
-833,-1
-822,-1
-811,-1
-802,-1
-791,-1
-781,-1
-770,-1
-761,-1
-750,-1
-740,-1
-729,-1
-718,-1
-709,-1
-698,-1
-689,-1
-678,-1
-668,-1
-657,-1
-648,-1
-637,-1
-626,-1
-616,-1
-605,-1
-596,-1
-585,-1
-576,-1
-565,-1
-555,-1
-544,-1
8570,-1
8579,-1
8588,-1
8597,-1
8606,-1
8614,-1
8624,-1
8632,-1
8641,-1
8649,-1
8658,-1
8666,-1
8676,-1
8685,-1
8693,-1
8702,-1
8710,-1
8720,-1
8728,-1
8737,-1
8745,-1
8754,-1
8763,-1
8771,-1
8781,-1
8789,-1
8798,-1
8806,-1
8815,-1
8823,-1
8832,-1
8842,-1
14979,-2
14983,-2
14988,-2
14992,-2
14996,-2
15000,-2
15004,-2
15008,-2
15012,-2
15017,-2
15020,-2
15025,-2
15029,-2
15033,-2
15037,-2
15041,-2
15045,-2
15049,-2
15053,-2
15057,-2
15062,-2
15066,-2
15070,-2
15074,-2
15078,-2
15082,-2
15086,-2
15090,-2
15094,-2
