Sample in Buffer,Sample in Window,TRIGGER,spi_rtl_sck_o,spi_rtl_io0_o,spi_rtl_io1_o,spi_rtl_ss_o_0_0,adc_ready,<const0>_1,<const0>_2,<const0>_3,dds_m_tvalid_out,dds_m_reset_out,<const0>_4,<const0>_5,<const0>_6,<const0>_7,<const0>_8,<const0>,ila_probe2[15:0],ila_probe3[15:0]
3641,3641,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24744,0000
3642,3642,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24740,0000
3643,3643,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24736,0000
3644,3644,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24732,0000
3645,3645,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24727,0000
3646,3646,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24723,0000
3647,3647,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24719,0000
3648,3648,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24715,0000
3649,3649,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24711,0000
3650,3650,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24707,0000
3651,3651,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24703,0000
3652,3652,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24699,0000
3653,3653,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24694,0000
3654,3654,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24690,0000
3655,3655,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24686,0000
3656,3656,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24682,0000
3657,3657,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24678,0000
3658,3658,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24672,0000
3659,3659,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24668,0000
3660,3660,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24663,0000
3661,3661,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24659,0000
3662,3662,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24655,0000
3663,3663,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24651,0000
3664,3664,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24647,0000
3665,3665,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24643,0000
3666,3666,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24639,0000
3667,3667,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24634,0000
3668,3668,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24630,0000
3669,3669,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24626,0000
3670,3670,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24622,0000
3671,3671,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24618,0000
3672,3672,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24614,0000
3673,3673,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24610,0000
3674,3674,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24605,0000
3675,3675,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24601,0000
3676,3676,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24597,0000
3677,3677,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24593,0000
3678,3678,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24589,0000
3679,3679,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24583,0000
3680,3680,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24578,0000
3681,3681,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24574,0000
3682,3682,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24570,0000
3683,3683,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24566,0000
3684,3684,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24562,0000
3685,3685,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24558,0000
3686,3686,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24553,0000
3687,3687,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24549,0000
3688,3688,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24545,0000
3689,3689,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24541,0000
3690,3690,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24537,0000
3691,3691,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24533,0000
3692,3692,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24529,0000
3693,3693,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24524,0000
3694,3694,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24520,0000
3695,3695,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24516,0000
3696,3696,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24512,0000
3697,3697,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24508,0000
3698,3698,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24503,0000
3699,3699,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24497,0000
3700,3700,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24493,0000
3701,3701,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24489,0000
3702,3702,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24485,0000
3703,3703,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24481,0000
3704,3704,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24476,0000
3705,3705,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24472,0000
3706,3706,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24468,0000
3707,3707,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24464,0000
3708,3708,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24460,0000
3709,3709,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24455,0000
3710,3710,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24451,0000
3711,3711,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24447,0000
3712,3712,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24443,0000
3713,3713,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24439,0000
3714,3714,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24435,0000
3715,3715,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24430,0000
3716,3716,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24426,0000
3717,3717,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24422,0000
3718,3718,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24418,0000
3719,3719,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24414,0000
3720,3720,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24407,0000
3721,3721,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24403,0000
3722,3722,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24399,0000
3723,3723,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24395,0000
3724,3724,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24391,0000
3725,3725,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24386,0000
3726,3726,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24382,0000
3727,3727,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24378,0000
3728,3728,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24374,0000
3729,3729,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24370,0000
3730,3730,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24365,0000
3731,3731,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24361,0000
3732,3732,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24357,0000
3733,3733,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24353,0000
3734,3734,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24349,0000
3735,3735,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24344,0000
3736,3736,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24340,0000
3737,3737,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24336,0000
3738,3738,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24332,0000
3739,3739,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24328,0000
3740,3740,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24323,0000
3741,3741,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24317,0000
3742,3742,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24313,0000
3743,3743,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24309,0000
3744,3744,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24304,0000
3745,3745,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24300,0000
3746,3746,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24296,0000
3747,3747,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24292,0000
3748,3748,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24287,0000
3749,3749,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24283,0000
3750,3750,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24279,0000
3751,3751,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24275,0000
3752,3752,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24271,0000
3753,3753,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24266,0000
3754,3754,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24262,0000
3755,3755,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24258,0000
3756,3756,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24254,0000
3757,3757,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24250,0000
3758,3758,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24245,0000
3759,3759,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24241,0000
3760,3760,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24237,0000
3761,3761,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24233,0000
3762,3762,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24226,0000
3763,3763,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24222,0000
3764,3764,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24218,0000
3765,3765,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24214,0000
3766,3766,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24209,0000
3767,3767,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24205,0000
3768,3768,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24201,0000
3769,3769,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24197,0000
3770,3770,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24192,0000
3771,3771,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24188,0000
3772,3772,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24184,0000
3773,3773,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24180,0000
3774,3774,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24175,0000
3775,3775,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24171,0000
3776,3776,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24167,0000
3777,3777,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24163,0000
3778,3778,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24158,0000
3779,3779,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24154,0000
3780,3780,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24150,0000
3781,3781,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24146,0000
3782,3782,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24141,0000
3783,3783,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24135,0000
3784,3784,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24131,0000
3785,3785,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24127,0000
3786,3786,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24122,0000
3787,3787,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24118,0000
3788,3788,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24114,0000
3789,3789,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24110,0000
3790,3790,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24105,0000
3791,3791,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24101,0000
3792,3792,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24097,0000
3793,3793,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24093,0000
3794,3794,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24088,0000
3795,3795,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24084,0000
3796,3796,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24080,0000
3797,3797,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24076,0000
3798,3798,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24071,0000
3799,3799,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24067,0000
3800,3800,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24063,0000
3801,3801,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24058,0000
3802,3802,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24054,0000
3803,3803,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24050,0000
3804,3804,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24044,0000
3805,3805,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24039,0000
3806,3806,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24035,0000
3807,3807,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24031,0000
3808,3808,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24026,0000
3809,3809,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24022,0000
3810,3810,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24018,0000
3811,3811,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24014,0000
3812,3812,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24009,0000
3813,3813,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24005,0000
3814,3814,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24001,0000
3815,3815,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23997,0000
3816,3816,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23992,0000
3817,3817,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23988,0000
3818,3818,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23984,0000
3819,3819,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,23979,0000
3820,3820,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23975,0000
3821,3821,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23971,0000
3822,3822,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23967,0000
3823,3823,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23962,0000
3824,3824,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23958,0000
3825,3825,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23952,0000
3826,3826,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23947,0000
3827,3827,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23943,0000
3828,3828,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23939,0000
3829,3829,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23934,0000
3830,3830,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23930,0000
3831,3831,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23926,0000
3832,3832,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23922,0000
3833,3833,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23917,0000
3834,3834,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23913,0000
3835,3835,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23909,0000
3836,3836,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23904,0000
3837,3837,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23900,0000
3838,3838,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23896,0000
3839,3839,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23891,0000
3840,3840,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23887,0000
3841,3841,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23883,0000
3842,3842,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23879,0000
3843,3843,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23874,0000
3844,3844,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23870,0000
3845,3845,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23866,0000
3846,3846,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23859,0000
3847,3847,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23855,0000
3848,3848,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23851,0000
3849,3849,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23846,0000
3850,3850,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23842,0000
3851,3851,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23838,0000
3852,3852,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23833,0000
3853,3853,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23829,0000
3854,3854,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23825,0000
3855,3855,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23820,0000
3856,3856,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23816,0000
3857,3857,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23812,0000
3858,3858,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23807,0000
3859,3859,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23803,0000
3860,3860,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23799,0000
3861,3861,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23794,0000
3862,3862,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23790,0000
3863,3863,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23786,0000
3864,3864,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23782,0000
3865,3865,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23777,0000
3866,3866,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23773,0000
3867,3867,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23766,0000
3868,3868,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23762,0000
3869,3869,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23758,0000
3870,3870,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23753,0000
3871,3871,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23749,0000
3872,3872,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23745,0000
3873,3873,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23740,0000
3874,3874,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23736,0000
3875,3875,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23732,0000
3876,3876,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23727,0000
3877,3877,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23723,0000
3878,3878,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23719,0000
3879,3879,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23714,0000
3880,3880,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23710,0000
3881,3881,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23706,0000
3882,3882,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23701,0000
3883,3883,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23697,0000
3884,3884,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23693,0000
3885,3885,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23688,0000
3886,3886,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23684,0000
3887,3887,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23680,0000
3888,3888,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23673,0000
3889,3889,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23669,0000
3890,3890,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23665,0000
3891,3891,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23660,0000
3892,3892,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23656,0000
3893,3893,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23651,0000
3894,3894,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23647,0000
3895,3895,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23643,0000
3896,3896,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23638,0000
3897,3897,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23634,0000
3898,3898,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23630,0000
3899,3899,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23625,0000
3900,3900,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23621,0000
3901,3901,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23617,0000
3902,3902,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23612,0000
3903,3903,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23608,0000
3904,3904,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23604,0000
3905,3905,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23599,0000
3906,3906,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23595,0000
3907,3907,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23591,0000
3908,3908,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23584,0000
3909,3909,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23580,0000
3910,3910,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23575,0000
3911,3911,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23571,0000
3912,3912,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23567,0000
3913,3913,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23562,0000
3914,3914,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23558,0000
3915,3915,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23553,0000
3916,3916,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23549,0000
3917,3917,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23545,0000
3918,3918,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23540,0000
3919,3919,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23536,0000
3920,3920,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23532,0000
3921,3921,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23527,0000
3922,3922,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23523,0000
3923,3923,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23518,0000
3924,3924,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23514,0000
3925,3925,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23510,0000
3926,3926,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23505,0000
3927,3927,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23501,0000
3928,3928,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23497,0000
3929,3929,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23490,0000
3930,3930,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23486,0000
3931,3931,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23481,0000
3932,3932,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23477,0000
3933,3933,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23472,0000
3934,3934,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23468,0000
3935,3935,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23464,0000
3936,3936,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23459,0000
3937,3937,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23455,0000
3938,3938,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23451,0000
3939,3939,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23446,0000
3940,3940,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23442,0000
