Sample in Buffer,Sample in Window,TRIGGER,spi_rtl_sck_o,spi_rtl_io0_o,spi_rtl_io1_o,spi_rtl_ss_o_0_0,adc_ready,<const0>_1,<const0>_2,<const0>_3,dds_m_tvalid_out,dds_m_reset_out,<const0>_4,<const0>_5,<const0>_6,<const0>_7,<const0>_8,<const0>,ila_probe2[15:0],ila_probe3[15:0]
998,998,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32139,0000
999,999,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32138,0000
1000,1000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32137,0000
1001,1001,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32135,0000
1002,1002,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32134,0000
1003,1003,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32133,0000
1004,1004,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32131,0000
1005,1005,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32130,0000
1006,1006,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32129,0000
1007,1007,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32127,0000
1008,1008,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32126,0000
1009,1009,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32125,0000
1010,1010,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32124,0000
1011,1011,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32123,0000
1012,1012,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32121,0000
1013,1013,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32120,0000
1014,1014,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32119,0000
1015,1015,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32118,0000
1016,1016,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32116,0000
1017,1017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32115,0000
1018,1018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32114,0000
1019,1019,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32113,0000
1020,1020,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32111,0000
1021,1021,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32110,0000
1022,1022,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32109,0000
1023,1023,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32108,0000
1024,1024,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32106,0000
1025,1025,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32104,0000
1026,1026,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32103,0000
1027,1027,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32102,0000
1028,1028,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32101,0000
1029,1029,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32099,0000
1030,1030,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32098,0000
1031,1031,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32097,0000
1032,1032,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32096,0000
1033,1033,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32094,0000
1034,1034,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32093,0000
1035,1035,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32092,0000
1036,1036,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32091,0000
1037,1037,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32089,0000
1038,1038,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32088,0000
1039,1039,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32087,0000
1040,1040,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32085,0000
1041,1041,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32084,0000
1042,1042,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32083,0000
1043,1043,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32082,0000
1044,1044,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32080,0000
1045,1045,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32078,0000
1046,1046,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32077,0000
1047,1047,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32076,0000
1048,1048,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32075,0000
1049,1049,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32073,0000
1050,1050,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32072,0000
1051,1051,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32071,0000
1052,1052,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32069,0000
1053,1053,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32068,0000
1054,1054,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32067,0000
1055,1055,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32066,0000
1056,1056,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32064,0000
1057,1057,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32063,0000
1058,1058,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32062,0000
1059,1059,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32060,0000
1060,1060,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32059,0000
1061,1061,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32058,0000
1062,1062,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32057,0000
1063,1063,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32055,0000
1064,1064,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32054,0000
1065,1065,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32053,0000
1066,1066,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32051,0000
1067,1067,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32049,0000
1068,1068,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32048,0000
1069,1069,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32047,0000
1070,1070,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32045,0000
1071,1071,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32044,0000
1072,1072,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32043,0000
1073,1073,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32041,0000
1074,1074,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32040,0000
1075,1075,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32039,0000
1076,1076,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32038,0000
1077,1077,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32036,0000
1078,1078,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32035,0000
1079,1079,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32034,0000
1080,1080,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32032,0000
1081,1081,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32031,0000
1082,1082,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32030,0000
1083,1083,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32028,0000
1084,1084,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32027,0000
1085,1085,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32026,0000
1086,1086,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32024,0000
1087,1087,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32022,0000
1088,1088,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32021,0000
1089,1089,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32020,0000
1090,1090,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32018,0000
1091,1091,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32017,0000
1092,1092,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32016,0000
1093,1093,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32014,0000
1094,1094,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32013,0000
1095,1095,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32012,0000
1096,1096,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32010,0000
1097,1097,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32009,0000
1098,1098,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32008,0000
1099,1099,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32006,0000
1100,1100,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32005,0000
1101,1101,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32004,0000
1102,1102,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32002,0000
1103,1103,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32001,0000
1104,1104,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32000,0000
1105,1105,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31998,0000
1106,1106,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31997,0000
1107,1107,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31995,0000
1108,1108,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31993,0000
1109,1109,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31992,0000
1110,1110,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31991,0000
1111,1111,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31989,0000
1112,1112,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31988,0000
1113,1113,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31987,0000
1114,1114,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31985,0000
1115,1115,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31984,0000
1116,1116,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31983,0000
1117,1117,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31981,0000
1118,1118,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31980,0000
1119,1119,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31978,0000
1120,1120,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31977,0000
1121,1121,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31976,0000
1122,1122,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31974,0000
1123,1123,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31973,0000
1124,1124,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31972,0000
1125,1125,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31970,0000
1126,1126,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31969,0000
1127,1127,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31967,0000
1128,1128,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31966,0000
1129,1129,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31964,0000
1130,1130,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31963,0000
1131,1131,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31961,0000
1132,1132,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31960,0000
1133,1133,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31958,0000
1134,1134,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31957,0000
1135,1135,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31956,0000
1136,1136,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31954,0000
1137,1137,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31953,0000
1138,1138,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31952,0000
1139,1139,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31950,0000
1140,1140,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31949,0000
1141,1141,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31947,0000
1142,1142,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31946,0000
1143,1143,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31945,0000
1144,1144,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31943,0000
1145,1145,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31942,0000
1146,1146,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31940,0000
1147,1147,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31939,0000
1148,1148,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31938,0000
1149,1149,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31936,0000
1150,1150,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31934,0000
1151,1151,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31933,0000
1152,1152,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31931,0000
1153,1153,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31930,0000
1154,1154,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31928,0000
1155,1155,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31927,0000
1156,1156,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31926,0000
1157,1157,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31924,0000
1158,1158,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31923,0000
1159,1159,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31921,0000
1160,1160,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31920,0000
1161,1161,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31918,0000
1162,1162,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31917,0000
1163,1163,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31916,0000
1164,1164,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31914,0000
1165,1165,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31913,0000
1166,1166,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31911,0000
1167,1167,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31910,0000
1168,1168,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31909,0000
1169,1169,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31907,0000
1170,1170,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31906,0000
1171,1171,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31904,0000
1172,1172,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31902,0000
1173,1173,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31901,0000
1174,1174,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31899,0000
1175,1175,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31898,0000
1176,1176,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31896,0000
1177,1177,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31895,0000
1178,1178,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31893,0000
1179,1179,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31892,0000
1180,1180,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31891,0000
1181,1181,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31889,0000
1182,1182,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31888,0000
1183,1183,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31886,0000
1184,1184,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31885,0000
1185,1185,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31883,0000
1186,1186,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31882,0000
1187,1187,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31880,0000
1188,1188,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31879,0000
1189,1189,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31878,0000
1190,1190,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31876,0000
1191,1191,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31875,0000
1192,1192,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31872,0000
1193,1193,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31871,0000
1194,1194,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31870,0000
1195,1195,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31868,0000
1196,1196,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31867,0000
1197,1197,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31865,0000
1198,1198,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31864,0000
1199,1199,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31862,0000
1200,1200,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31861,0000
1201,1201,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31859,0000
1202,1202,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31858,0000
1203,1203,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31856,0000
1204,1204,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31855,0000
1205,1205,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31853,0000
1206,1206,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31852,0000
1207,1207,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31850,0000
1208,1208,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31849,0000
1209,1209,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31847,0000
1210,1210,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31846,0000
1211,1211,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31845,0000
1212,1212,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31843,0000
1213,1213,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31841,0000
1214,1214,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31839,0000
1215,1215,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31838,0000
1216,1216,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31836,0000
1217,1217,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31835,0000
1218,1218,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31833,0000
1219,1219,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31832,0000
1220,1220,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31830,0000
1221,1221,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31829,0000
1222,1222,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31827,0000
1223,1223,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31826,0000
1224,1224,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31824,0000
1225,1225,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31823,0000
1226,1226,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31821,0000
1227,1227,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31820,0000
1228,1228,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31818,0000
1229,1229,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31817,0000
1230,1230,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31815,0000
1231,1231,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31814,0000
1232,1232,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31812,0000
1233,1233,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31810,0000
1234,1234,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31809,0000
1235,1235,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31807,0000
1236,1236,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31806,0000
1237,1237,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31804,0000
1238,1238,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31803,0000
1239,1239,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31801,0000
1240,1240,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31800,0000
1241,1241,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31798,0000
1242,1242,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31797,0000
1243,1243,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31795,0000
1244,1244,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31794,0000
1245,1245,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31792,0000
1246,1246,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31791,0000
1247,1247,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31789,0000
1248,1248,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31787,0000
1249,1249,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31786,0000
1250,1250,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31784,0000
1251,1251,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31783,0000
1252,1252,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31781,0000
1253,1253,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31780,0000
1254,1254,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31778,0000
1255,1255,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31776,0000
1256,1256,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31774,0000
1257,1257,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31773,0000
1258,1258,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31771,0000
1259,1259,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31770,0000
1260,1260,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31768,0000
1261,1261,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31767,0000
1262,1262,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31765,0000
1263,1263,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31764,0000
1264,1264,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31762,0000
1265,1265,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31761,0000
1266,1266,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31759,0000
1267,1267,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31758,0000
1268,1268,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31756,0000
1269,1269,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31754,0000
1270,1270,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31753,0000
1271,1271,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31751,0000
1272,1272,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31750,0000
1273,1273,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31748,0000
1274,1274,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31747,0000
1275,1275,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31744,0000
1276,1276,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31743,0000
1277,1277,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31741,0000
1278,1278,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31740,0000
1279,1279,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31738,0000
1280,1280,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31737,0000
1281,1281,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31735,0000
1282,1282,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31733,0000
1283,1283,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31732,0000
1284,1284,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31730,0000
1285,1285,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31729,0000
1286,1286,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31727,0000
1287,1287,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31726,0000
1288,1288,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31724,0000
1289,1289,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31722,0000
1290,1290,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31721,0000
1291,1291,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31719,0000
1292,1292,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31718,0000
1293,1293,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31716,0000
1294,1294,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31715,0000
1295,1295,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31713,0000
1296,1296,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31711,0000
1297,1297,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31709,0000
